Title,Source,Link
Warga di Depok Amankan Pemuda Bawa Golok-Parang untuk Serang Teman,Detik.com,https://news.detik.com/berita/d-8169960/warga-di-depok-amankan-pemuda-bawa-golok-parang-untuk-serang-teman
5 Berita Terpopuler Internasional Hari Ini,Detik.com,https://news.detik.com/internasional/d-8169958/5-berita-terpopuler-internasional-hari-ini
Ahmad Luthfi Sebut Kebijakan Trump Bawa Dampak Positif ke Ekonomi Jateng,Detik.com,https://news.detik.com/bangun-indonesia/d-8169955/ahmad-luthfi-sebut-kebijakan-trump-bawa-dampak-positif-ke-ekonomi-jateng
Penculikan Modus Jual Beli Mobil di Tangsel Libatkan Pecatan TNI AL,Detik.com,https://news.detik.com/berita/d-8169954/penculikan-modus-jual-beli-mobil-di-tangsel-libatkan-pecatan-tni-al
Prabowo Targetkan 3 Tahun Lagi Indonesia Punya Mobil Buatan Sendiri,Detik.com,https://news.detik.com/berita/d-8169935/prabowo-targetkan-3-tahun-lagi-indonesia-punya-mobil-buatan-sendiri
AS Bilang Israel Harus Bantu Palestina Usai Perang Gaza,Detik.com,https://news.detik.com/internasional/d-8169929/as-bilang-israel-harus-bantu-palestina-usai-perang-gaza
Kapolda Banten Luncurkan Pamapta-Tim Negosiator untuk Pelayanan Humanis,Detik.com,https://news.detik.com/berita/d-8169925/kapolda-banten-luncurkan-pamapta-tim-negosiator-untuk-pelayanan-humanis
Ahmad Luthfi Sebut Jateng Masih Jadi Magnet Investasi dan Ekspor Dunia,Detik.com,https://news.detik.com/bangun-indonesia/d-8169924/ahmad-luthfi-sebut-jateng-masih-jadi-magnet-investasi-dan-ekspor-dunia
Video: Prabowo Puji Jokowi di Sidang Kabinet 1 Tahun Pemerintahan,Detik.com,https://20.detik.com/detikupdate/20251020-251020105/video-prabowo-puji-jokowi-di-sidang-kabinet-1-tahun-pemerintahan
"HUT Ke-61, Golkar Bikin Lomba untuk Rakyat Berhadiah Capai Rp 100 Juta",Detik.com,https://news.detik.com/berita/d-8169908/hut-ke-61-golkar-bikin-lomba-untuk-rakyat-berhadiah-capai-rp-100-juta
"Asap Membubung di Tangsel, Sumbernya dari Kebakaran di Gudang Dekorasi",Detik.com,https://news.detik.com/berita/d-8169904/asap-membubung-di-tangsel-sumbernya-dari-kebakaran-di-gudang-dekorasi
Survei kinerja Prabowo – Apakah gelombang unjuk rasa diperhitungkan dan sejauh mana bias dalam klaim kepuasan publik?,BBC Indonesia,https://www.bbc.com/indonesia/articles/cj0e2ml1l6no
"Bagaimana militer, pengusaha, dan partai politik menopang kekuasaan Prabowo Subianto?",BBC Indonesia,https://www.bbc.com/indonesia/articles/cn8x77vpx3wo
"Setahun pemerintahan Prabowo – Citra 'kakek gemoy' berakhir, karakter militeristis kembali tampil",BBC Indonesia,https://www.bbc.com/indonesia/articles/c620402gy84o
Dilema pembangunan di Mandalika – Haruskah pariwisata Lombok meniru Bali?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c206kry30exo
Setahun pemerintahan Prabowo-Gibran – 'Arah balik demokrasi' dan apa saja tantangan yang mungkin dihadapi ke depan?,BBC Indonesia,https://www.bbc.com/indonesia/articles/ce86yln4nmro
Pajak uang pensiun dan pesangon digugat ke MK – 'Mengapa negara tega?',BBC Indonesia,https://www.bbc.com/indonesia/articles/c4gkmyxrlj4o
'Kekerasan seksual di pesantren bukan dibesar-besarkan' – Lebih dari 40.000 santri rentan mengalami kekerasan seksual,BBC Indonesia,https://www.bbc.com/indonesia/articles/cpq1ddngdexo
'Jangan pisahkan Zahira dengan Mama' – Kisah ibu yang kewarganegaraannya ditolak Indonesia dan Malaysia,BBC Indonesia,https://www.bbc.com/indonesia/articles/c98d7gn0pypo
PSSI pecat Patrick Kluivert setelah gagal membawa Indonesia lolos ke Piala Dunia 2026,BBC Indonesia,https://www.bbc.com/indonesia/articles/ce8650dmn87o
Apakah renovasi Ponpes Al Khoziny di Sidoarjo dapat menggunakan APBN? – 'Jangan sampai niat baik langgar tata kelola',BBC Indonesia,https://www.bbc.com/indonesia/articles/cd7rxp91l84o
'Alarm keras' radiasi Cesium 137 – Mengapa pemerintah Indonesia baru bertindak setelah ada laporan dari AS?,BBC Indonesia,https://www.bbc.com/indonesia/articles/cx2lmlx4l02o
Isi percakapan Prabowo dan Trump di KTT Gaza yang terekam dan tersebar – Apa respons Menlu Sugiono?,BBC Indonesia,https://www.bbc.com/indonesia/articles/cp8yndk8zj9o
"Cerita sarjana yang sulit cari kerja dan mendaftar Program Magang Nasional – 'Tidak apa lari dari jurusan, yang penting kerja'",BBC Indonesia,https://www.bbc.com/indonesia/articles/cy9pezxew10o
Pengadilan Arbitrase Olahraga putuskan Israel tetap tak bisa ikuti Kejuaraan Dunia Gimnastik di Jakarta,BBC Indonesia,https://www.bbc.com/indonesia/articles/czew4wd67jro
Foto-foto yang disembunyikan jadi saksi peristiwa kekerasan 1965 – Dari pawai meriah PKI hingga dua jenazah tanpa nama,BBC Indonesia,https://www.bbc.com/indonesia/articles/cjed8w5qej0o
'Ekosida' Pantura: Bagaimana konversi lahan tani ke industri membunuh mimpi swasembada pangan,BBC Indonesia,https://www.bbc.com/indonesia/articles/cqxzx11l1dlo
"Menkeu Purbaya tolak utang kereta cepat ditanggung APBN, adakah solusi menyelesaikan beban utang proyek ini?",BBC Indonesia,https://www.bbc.com/indonesia/articles/cy040e58gn8o
Kebijakan 10% etanol pada BBM dikhawatirkan memperparah deforestasi dan konflik lahan,BBC Indonesia,https://www.bbc.com/indonesia/articles/ced5qvp2q3go
"'Siswa sekolah sempat dipulangkan, tiang listrik bergoyang' – Kesaksian warga Sangihe dan Talaud Sulawesi Utara saat gempa magnitudo 7,4 mengguncang",BBC Indonesia,https://www.bbc.com/indonesia/articles/cly7j6yx7xzo
'Kami diadu perusahaan' – Penyerangan terhadap masyarakat adat penentang PSN Merauke,BBC Indonesia,https://www.bbc.com/indonesia/articles/c8d7z5e9qveo
'Ekosida' di Pantura: 'Kongkalikong' yang menggerus ruang hidup warga pesisir utara Jawa,BBC Indonesia,https://www.bbc.com/indonesia/articles/cvgr71nqv8wo
"Polisi mulai selidiki penyebab ambruknya Ponpes Al Khoziny, keluarga korban menanti kepastian identifikasi – 'Istri saya masih terbayang anaknya seolah masih hidup'",BBC Indonesia,https://www.bbc.com/indonesia/articles/c9dxzzxe8elo
Empat warga Pati ditangkap Polda Jateng terkait demo menuntut mundur Bupati Sudewo,BBC Indonesia,https://www.bbc.com/indonesia/articles/c1l81zznd51o
Polemik kebijakan Dedi Mulyadi minta warga Jabar donasi Rp1.000 per hari – 'Kalau dikorupsi bagaimana?',BBC Indonesia,https://www.bbc.com/indonesia/articles/cvg4j93gyjvo
"Ponpes Al Khoziny sebut ambruknya musala sebagai 'takdir dari Allah', polisi janji lakukan upaya hukum – 'Tidak bisa berlindung dengan dalih takdir'",BBC Indonesia,https://www.bbc.com/indonesia/articles/cvgqy3vg148o
"Gedung Pondok Pesantren Al Khoziny di Sidoarjo runtuh – Pencarian korban dihentikan, ditemukan 61 jenazah dan 7 bagian tubuh",BBC Indonesia,https://www.bbc.com/indonesia/articles/cy85116z2w3o
"'Ekosida' di Pantura: Pengembangan industri ancam pesisir utara Jawa makin cepat tenggelam – 'Banjir sudah puluhan tahun, ini pembiaran sistematis'",BBC Indonesia,https://www.bbc.com/indonesia/articles/cpd97en0l6qo
Meteor melintasi Cirebon dan jatuh di Laut Jawa – Seberapa besar ukuran dan apa dampaknya?,BBC Indonesia,https://www.bbc.com/indonesia/articles/cjd1vz1lm1go
"Tiga seniman perempuan Aceh melawan dominasi patriarki – 'Saya tidak menolak syariat, tapi kenapa fokusnya ke tubuh perempuan, dan bukan korupsi'",BBC Indonesia,https://www.bbc.com/indonesia/articles/cj4y1xj0kweo
"Video,
Cerita Alfatih, santri yang terjebak dua malam di reruntuhan Ponpes Al Khoziny
, Durasi 2,12",BBC Indonesia,https://www.bbc.com/indonesia/articles/cly7x107rrro
Teka-teki kematian siswi SMK di Bandung Barat yang dikaitkan keracunan MBG,BBC Indonesia,https://www.bbc.com/indonesia/articles/cly9ev6m5p9o
"Keresahan warga dekat pabrik sumber radioaktif di Banten – 'Mereka pakai masker, sarung tangan, tapi enggak ada yang menjelaskan'",BBC Indonesia,https://www.bbc.com/indonesia/articles/cx25jq5n588o
Kisah tim penyelamat mengevakuasi korban reruntuhan Ponpes Al Khoziny,BBC Indonesia,https://www.bbc.com/indonesia/articles/czjvlwr3m7mo
Prabowo instruksikan rapid test MBG – Apakah efektif cegah keracunan dan keberulangan status KLB?,BBC Indonesia,https://www.bbc.com/indonesia/articles/cx20wlvqlxvo
"Kesaksian santri ikut pengecoran Ponpes Al Khoziny – 'Seandainya masih di atas bangunan, tentu ikut jatuh'",BBC Indonesia,https://www.bbc.com/indonesia/articles/cx23xjl95pqo
Warga Aceh tuntut kompensasi pemadaman listrik berhari-hari – 'Pemadaman listrik terburuk pasca-konflik dan tsunami',BBC Indonesia,https://www.bbc.com/indonesia/articles/clyq79jy2v5o
"DPR sahkan Revisi UU BUMN – Kementerian BUMN dihapus, diubah menjadi Badan Pengaturan",BBC Indonesia,https://www.bbc.com/indonesia/articles/c07v509dpeko
Kesaksian korban selamat Ponpes Al Khoziny: 'Antara sadar dan mimpi dalam gelap',BBC Indonesia,https://www.bbc.com/indonesia/articles/cj3yp45pn7vo
'Manusia Jawa' kembali ke Indonesia – Sisi gelap penemuan Pithecanthropus Erectus,BBC Indonesia,https://www.bbc.com/indonesia/articles/cx20156y204o
Tiga terdakwa kasus pemerasan PPDS Undip divonis 'lebih ringan' dari tuntutan jaksa – 'Putusan ini tidak memberikan efek jera kepada pelaku',BBC Indonesia,https://www.bbc.com/indonesia/articles/cwyn2vn2lvno
"TNI diduga tembak warga di Asmat, Papua hingga tewas – 'Kenapa menangani orang mabuk harus pakai senjata?'",BBC Indonesia,https://www.bbc.com/indonesia/articles/cj4y049dj1vo
"Video,
Keluarga korban ponpes roboh: 'Apakah keponakan saya bisa ditemukan dengan selamat?'
, Durasi 2,07",BBC Indonesia,https://www.bbc.com/indonesia/articles/cj07p9dmjnyo
Tragedi 1965 dan 'mantra ampuh' di balik citra surgawi pariwisata Bali,BBC Indonesia,https://www.bbc.com/indonesia/articles/ckgexr2n031o
Trump dan Netanyahu menyepakati rencana perdamaian di Gaza – Apa sikap Indonesia?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c8jmk3kn1lvo
"Ribuan kasus keracunan, SPPG terus beroperasi – 'Sertifikat laik kebersihan sedang diurus'",BBC Indonesia,https://www.bbc.com/indonesia/articles/c20327zvw43o
"Video,
Pesantren ambruk, ratusan siswa dievakuasi
, Durasi 1,34",BBC Indonesia,https://www.bbc.com/indonesia/articles/c0knryld242o
Tragedi 1965 di Padang Halaban – 'Tanah rakyat diambil tentara dengan memanfaatkan sentimen PKI',BBC Indonesia,https://www.bbc.com/indonesia/articles/cpdj5v87vyvo
Istana kembalikan akreditasi peliputan wartawan CNN Indonesia yang sempat dicabut — Kenapa hal ini tak boleh dianggap remeh?,BBC Indonesia,https://www.bbc.com/indonesia/articles/cvg94p69mdjo
MK putuskan UU Tapera bertentangan dengan UUD 1945 dan harus diubah – 'Tapera akan menjadi beban pekerja terlebih lagi bagi yang terkena PHK',BBC Indonesia,https://www.bbc.com/indonesia/articles/c9wp40k1l82o
"Tentara merampas tanah rakyat secara sistematis saat Tragedi 1965 – Dicap komunis, lahannya dipakai berbisnis",BBC Indonesia,https://www.bbc.com/indonesia/articles/cn43j9nxpg3o
Ribuan kasus keracunan akibat MBG – Evaluasi SPPG dan standar higienis jadi prioritas pemerintah,BBC Indonesia,https://www.bbc.com/indonesia/articles/cgj119359q4o
'Ekspektasi versus realita' – Apakah Bali telah menjadi korban kesuksesan pariwisata?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c87y5ryg74lo
Di balik RUU Perampasan Aset: Kisah buron kakak Edy Tansil dan 'ketakutan dipakai sebagai alat gebuk negara',BBC Indonesia,https://www.bbc.com/indonesia/articles/cqxzqv9nedeo
"Video,
Bagaimana kebijakan Rp200 triliun Menkeu Purbaya bisa terasa oleh masyarakat?
, Durasi 5,33",BBC Indonesia,https://www.bbc.com/indonesia/articles/cx2j3djeprpo
"APBN 2026: Defisit Rp689,1 triliun – ‘Tingkatkan penerimaan, pajak kelas atas belum tergarap’",BBC Indonesia,https://www.bbc.com/indonesia/articles/c4gkw2wxpw2o
Apakah korban keracunan Makan Bergizi Gratis bisa menggugat pemerintah secara hukum?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c4gvkvgm31mo
"IKN jadi ibu kota politik pada 2028, apa maksudnya?",BBC Indonesia,https://www.bbc.com/indonesia/articles/ce84gyj13l6o
"Eks Kapolres Ngada dituntut 20 tahun penjara, diduga cabuli tiga anak dan unggah video di situs porno Australia",BBC Indonesia,https://www.bbc.com/indonesia/articles/cqx0q9dj5e8o
"Dua karyawan Freeport yang terjebak di bawah tanah ditemukan meninggal dunia, polisi ungkap identitasnya",BBC Indonesia,https://www.bbc.com/indonesia/articles/cx27v7gx0v4o
Warga Pati kembali demo tuntut bupati lengser – Bagaimana mekanisme pemberhentian kepala daerah?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c1ejd9vjv1wo
"Nestapa pengamen ondel-ondel Betawi – 'Kalau dilarang, kita makan apa?'",BBC Indonesia,https://www.bbc.com/indonesia/articles/cwyleell4k5o
"Video,
Uji formil UU TNI ditolak MK, apa dampaknya?
, Durasi 3,34",BBC Indonesia,https://www.bbc.com/indonesia/articles/cvg4nyp1mg9o
Mengapa Prabowo merekrut sejumlah eks-tentara pada era tragedi 1998?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c20z9prlp61o
"Kerusuhan di Kabupaten Yalimo, Papua Pegunungan, disinyalir dipicu ucapan rasis pelajar SMA – Mengapa kasus rasisme selalu berulang?",BBC Indonesia,https://www.bbc.com/indonesia/articles/c864gg4qxgvo
Polisi tembak polisi hingga tewas di Sumbar divonis hukuman penjara seumur hidup,BBC Indonesia,https://www.bbc.com/indonesia/articles/c62lgx3ldz6o
MK tolak uji formil UU TNI – Apa alasannya dan bagaimana dampaknya?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c89devjzzejo
"Prabowo lantik Djamari Chaniago sebagai Menko Polkam, Eric Thohir Menpora",BBC Indonesia,https://www.bbc.com/indonesia/articles/cq8ezxel50do
"Video,
Kiprah perempuan adat Yenbuba merestorasi terumbu karang Raja Ampat yang rusak
, Durasi 2,40",BBC Indonesia,https://www.bbc.com/indonesia/articles/crkz3757gnpo
Video Presiden Prabowo tayang di bioskop – Apakah praktik Orde Baru hadir kembali?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c8d715n0500o
"Stok BBM di SPBU swasta nyaris nihil, apa dampak dugaan monopoli terhadap konsumen?",BBC Indonesia,https://www.bbc.com/indonesia/articles/cgj186zwen0o
'Paket stimulus ekonomi 8+4+5' demi kejar target pertumbuhan ekonomi – Apa saja yang perlu diketahui?,BBC Indonesia,https://www.bbc.com/indonesia/articles/cy7p58vj753o
Lima anggota geng ditangkap terkait pembunuhan staf KBRI di Peru – Bagaimana perkembangan investigasi sejauh ini?,BBC Indonesia,https://www.bbc.com/indonesia/articles/c98d14e7352o
